Channel 1,Channel 2,Audio Trigger,Movement Label
-0.00915527,-0.0546265,0.00549316,Rest
-0.00961304,-0.0645447,0.00610352,Rest
-0.0186157,-0.0346375,0.00640869,Rest
-0.0119019,0.0186157,0.00427246,Rest
-0.00717163,0.0183105,0.00366211,Rest
-0.0149536,0.00915527,0.00579834,Rest
-0.0215149,0.0144958,0.00488281,Rest
-0.0230408,0.00427246,0.00457764,Rest
-0.0245667,-0.00320435,0.00518799,Rest
-0.0276184,-0.000610352,0.00671387,Rest
-0.0256348,0.0268555,0.00579834,Rest
-0.0189209,0.0180054,0.00396729,Rest
-0.0170898,0.00534058,0.00579834,Rest
-0.015564,-0.00320435,0.00518799,Rest
-0.01297,-0.00473022,0.00335693,Rest
-0.00900269,-0.00564575,0.00579834,Rest
-0.0112915,0.00457764,0.00274658,Rest
-0.0088501,0.00167847,0.00640869,Rest
-0.0106812,-0.017395,0.00640869,Rest
-0.0131226,-0.0242615,0.00335693,Rest
-0.00961304,-0.0282288,0.00427246,Rest
-0.0160217,-0.0273132,0.00427246,Rest
-0.0205994,-0.0158691,0.0088501,Rest
-0.0297546,-0.000610352,0.00640869,Rest
-0.0337219,0.0112915,0.00701904,Rest
-0.0265503,0.010376,0.00488281,Rest
-0.0201416,0.000152588,0.00793457,Rest
-0.0331116,0.0050354,0.00366211,Rest
-0.0289917,0.0331116,0.00457764,Rest
-0.0154114,0.0221252,0.00671387,Rest
-0.00228882,0.00671387,0.00640869,Rest
-0.00457764,-0.0062561,0.00915527,Rest
-0.00717163,-0.0241089,0.00396729,Rest
-0.00610352,-0.0149536,0.00640869,Rest
-0.00411987,-0.01297,0.00549316,Rest
-0.00579834,-0.0193787,0.00640869,Rest
-0.0100708,-0.0410461,0.00274658,Rest
-0.0109863,-0.0323486,0.00640869,Rest
-0.0152588,-0.0164795,0.00854492,Rest
-0.0170898,-0.0453186,0.00610352,Rest
-0.0210571,-0.0428772,0.00488281,Rest
-0.0259399,0.0160217,0.00549316,Rest
-0.0270081,0.0357056,0.00671387,Rest
-0.0224304,0.0302124,0.00701904,Rest
-0.0238037,0.0404358,0.00549316,Rest
-0.0216675,0.0444031,0.00274658,Rest
-0.0178528,0.0418091,0.00518799,Rest
-0.0131226,0.0312805,0.00366211,Rest
-0.00640869,-0.0062561,0.00274658,Rest
-0.000762939,-0.0778198,0.00671387,Rest
-0.00762939,-0.0721741,0.00823975,Rest
-0.00946045,-0.0213623,0.00488281,Rest
-0.00946045,-0.00900269,0.00640869,Rest
-0.00915527,-0.0166321,0.00152588,Rest
-0.0151062,-0.0180054,0.00549316,Rest
-0.0169373,-0.0106812,0.00610352,Rest
-0.0216675,0.00106812,0.00518799,Rest
-0.0236511,0.00274658,0.00396729,Rest
-0.0241089,0.0012207,0.00366211,Rest
-0.0231934,-0.00335693,0.00488281,Rest
-0.0221252,-0.00839233,0.00610352,Rest
-0.0189209,-0.0190735,0.00366211,Rest
-0.0195313,-0.0149536,0.0012207,Rest
-0.0132751,-0.0180054,0.00671387,Rest
-0.012207,-0.0190735,0.00610352,Rest
-0.0106812,-0.0160217,0.00610352,Rest
-0.00808716,-0.00366211,0.00549316,Rest
-0.00930786,0.0166321,0.00671387,Rest
-0.00869751,-0.00442505,0.00640869,Rest
-0.00930786,-0.0273132,0.00427246,Rest
-0.0126648,-0.0337219,0.00640869,Rest
-0.0146484,-0.0250244,0.00518799,Rest
-0.0189209,-0.0306702,0.00610352,Rest
-0.0163269,-0.0183105,0.00518799,Rest
-0.0189209,0.0363159,0.00701904,Rest
-0.0215149,0.032196,0.00640869,Rest
-0.00991821,0.018158,0.00457764,Rest
-0.00610352,0.0311279,0.00640869,Rest
-0.00717163,0.0166321,0.00610352,Rest
-0.0138855,-0.0276184,0.00701904,Rest
-0.0244141,-0.072937,0.00152588,Rest
-0.0352478,-0.114594,0.00610352,Rest
-0.0375366,-0.109253,0.00518799,Rest
-0.00701904,-0.0802612,0.0088501,Rest
-0.00869751,-0.00595093,0.00396729,Rest
-0.00976563,0.0430298,0.00610352,Rest
-0.0131226,0.065155,0.00427246,Rest
-0.0178528,0.115967,0.00457764,Rest
-0.0192261,0.0674438,0.00793457,Rest
-0.0204468,0.040741,0.00579834,Rest
-0.0193787,0.0270081,0.00518799,Rest
-0.0262451,0.0115967,0.00610352,Rest
-0.03479,0.0132751,0.00793457,Rest
-0.0250244,0.0137329,0.00305176,Rest
-0.0152588,0.00900269,0.00396729,Rest
-0.01297,0.00198364,0.00640869,Rest
-0.0134277,-0.00595093,0.00793457,Rest
-0.00793457,-0.0247192,0.00579834,Rest
-0.00549316,-0.0282288,0.00213623,Rest
-0.00366211,-0.0161743,0.00579834,Rest
-0.00656128,-0.00106812,0.00823975,Rest
-0.00610352,0.0186157,0.00610352,Rest
-0.00808716,0.0189209,0.00640869,Rest
-0.0105286,0.0219727,0.00396729,Rest
-0.0117493,0.015564,0.00671387,Rest
-0.0143433,-0.0517273,0.00518799,Rest
-0.0204468,-0.0492859,0.00854492,Rest
-0.0210571,-0.0209045,0.00640869,Rest
-0.0236511,0.0062561,0.00427246,Rest
-0.0267029,0.0100708,0.00671387,Rest
-0.0222778,0.00640869,0.00701904,Rest
-0.0216675,0.00305176,0.00457764,Rest
-0.0166321,-0.00228882,0.00579834,Rest
-0.0143433,-0.00808716,0.00640869,Rest
-0.0111389,0.00762939,0.00640869,Rest
-0.0105286,0.00213623,0.00640869,Rest
-0.00793457,-0.00823975,0.00610352,Rest
-0.00915527,-0.00595093,0.00915527,Rest
-0.0138855,-0.00274658,0.00457764,Rest
-0.019989,0.00228882,0.00457764,Rest
-0.0184631,-0.00869751,0.00610352,Rest
-0.0170898,-0.00732422,0.00549316,Rest
-0.0143433,-0.00534058,0.00518799,Rest
-0.0157166,-0.00656128,0.00610352,Rest
-0.0250244,0.00762939,0.00610352,Rest
-0.0268555,0.000610352,0.00732422,Rest
-0.0189209,-0.00213623,0.00640869,Rest
-0.0112915,0.0050354,0.00518799,Rest
-0.015564,0.00747681,0.00396729,Rest
-0.0135803,0.00778198,0.00701904,Rest
-0.0141907,0.00656128,0.00549316,Rest
-0.0111389,0.00366211,0.00579834,Rest
-0.00656128,-0.00915527,0.00396729,Rest
-0.00564575,-0.0436401,0.00671387,Rest
-0.00610352,-0.0967407,0.00549316,Rest
-0.00915527,-0.0634766,0.0088501,Rest
-0.0120544,-0.0193787,0.00732422,Rest
-0.0132751,-0.01297,0.00579834,Rest
-0.0157166,0.00198364,0.00579834,Rest
-0.0169373,0.0244141,0.00762939,Rest
-0.0204468,0.0332642,0.00640869,Rest
-0.0352478,0.0241089,0.00640869,Rest
-0.0422668,0.0106812,0.00579834,Rest
-0.0250244,0.00534058,0.00488281,Rest
-0.0132751,0.012207,0.00396729,Rest
-0.0186157,0.0233459,0.00518799,Rest
-0.0186157,0.0239563,0.00946045,Rest
-0.0169373,0.0236511,0.00335693,Rest
-0.0114441,0.0224304,0.00793457,Rest
-0.00732422,0.0125122,0.00762939,Rest
-0.00823975,-0.0201416,0.00610352,Rest
-0.00854492,-0.0784302,0.00762939,Rest
-0.0128174,-0.0894165,0.00427246,Rest
-0.0158691,-0.0563049,0.00518799,Rest
-0.0180054,-0.0570679,0.00610352,Rest
-0.0190735,-0.0706482,0.00579834,Rest
-0.0216675,-0.0700378,0.00579834,Rest
-0.0219727,-0.0247192,0.00427246,Rest
-0.025177,0.0175476,0.00854492,Rest
-0.0274658,0.0306702,0.00457764,Rest
-0.0244141,0.0265503,0.00762939,Rest
-0.0186157,0.0398254,0.00518799,Rest
-0.0178528,0.0619507,0.00732422,Rest
-0.0160217,0.0382996,0.00366211,Rest
-0.0167847,0.00335693,0.00610352,Rest
-0.00183105,0.0115967,0.00549316,Rest
0.00900269,0.0302124,0.00610352,Rest
0.0125122,0.0254822,0.00427246,Rest
0.00335693,0.0279236,0.00762939,Rest
-0.0144958,0.0215149,0.00793457,Rest
-0.0317383,0.0160217,0.00427246,Rest
-0.0471497,0.0126648,0.00518799,Rest
-0.0227356,0.0135803,0.00671387,Rest
-0.0187683,0.010376,0.00518799,Rest
-0.0241089,-0.0100708,0.00823975,Rest
-0.027771,-0.0340271,0.00793457,Rest
-0.0234985,-0.0109863,0.00274658,Rest
-0.0228882,-0.00289917,0.00488281,Rest
-0.0210571,-0.00457764,0.00701904,Rest
-0.0177002,-0.00930786,0.00518799,Rest
-0.0112915,-0.01297,0.00579834,Rest
-0.0119019,-0.0178528,0.00549316,Rest
-0.0106812,-0.0166321,0.00457764,Rest
-0.0105286,-0.00183105,0.00640869,Rest
-0.00961304,-0.00976563,0.00701904,Rest
-0.0111389,-0.00946045,0.00762939,Rest
-0.00747681,0.00183105,0.00366211,Rest
-0.0117493,0.00778198,0.00701904,Rest
-0.0126648,-0.00320435,0.00396729,Rest
-0.0198364,-0.0215149,0.00488281,Rest
-0.020752,-0.0450134,0.00793457,Rest
-0.0276184,-0.0550842,0.00610352,Rest
-0.0317383,-0.0389099,0.00762939,Rest
-0.0317383,-0.08255,0.00549316,Rest
-0.0260925,-0.0700378,0.00488281,Rest
-0.0178528,0.0102234,0.00335693,Rest
-0.01297,0.0471497,0.00457764,Rest
-0.0112915,0.0772095,0.00457764,Rest
-0.00869751,0.0177002,0.00793457,Rest
-0.00289917,0.0227356,0.00549316,Rest
-0.00762939,0.0366211,0.0088501,Rest
-0.00518799,0.0195313,0.00701904,Rest
-0.00900269,0.0126648,0.00762939,Rest
-0.0108337,0.0138855,0.00396729,Rest
-0.01297,0.01297,0.00610352,Rest
-0.0169373,0.00915527,0.00610352,Rest
-0.0195313,0.000610352,0.00366211,Rest
-0.0230408,0.0,0.00793457,Rest
-0.0233459,-0.00183105,0.00762939,Rest
-0.0231934,-0.0177002,0.00793457,Rest
-0.0212097,-0.0286865,0.00640869,Rest
-0.0215149,-0.045166,0.0100708,Rest
-0.0204468,-0.0323486,0.00823975,Rest
-0.0132751,-0.0294495,0.00671387,Rest
-0.0100708,-0.0364685,0.00518799,Rest
-0.00640869,-0.027771,0.00671387,Rest
-0.00366211,0.0289917,0.00427246,Rest
-0.00686646,0.0753784,0.00610352,Rest
-0.0105286,0.0616455,0.00640869,Rest
-0.0108337,0.0100708,0.00671387,Rest
-0.0115967,-0.00106812,0.00610352,Rest
-0.0154114,-0.00244141,0.00488281,Rest
-0.018158,-0.00442505,0.00305176,Rest
-0.0189209,-0.0100708,0.00579834,Rest
-0.0230408,0.0230408,0.00152588,Rest
-0.0265503,0.0289917,0.00579834,Rest
-0.0265503,0.0131226,0.00610352,Rest
-0.0215149,-0.00488281,0.00396729,Rest
-0.0227356,-0.0106812,0.00610352,Rest
-0.0186157,-0.0178528,0.00579834,Rest
-0.0158691,-0.0205994,0.00396729,Rest
-0.0102234,-0.0219727,0.00762939,Rest
-0.00732422,-0.0105286,0.00488281,Rest
-0.00610352,0.00305176,0.00518799,Rest
-0.00518799,0.0331116,0.00579834,Rest
-0.00869751,0.0343323,0.00610352,Rest
-0.0128174,0.0132751,0.00823975,Rest
-0.0119019,-0.00198364,0.00671387,Rest
-0.0163269,-0.00396729,0.00640869,Rest
-0.0224304,0.0143433,0.00579834,Rest
-0.0222778,0.015564,0.00274658,Rest
-0.0250244,-0.0221252,0.00518799,Rest
-0.0276184,-0.0224304,0.00457764,Rest
-0.0236511,-0.018158,0.00427246,Rest
-0.0187683,-0.00976563,0.00579834,Rest
-0.0195313,-0.0192261,0.00793457,Rest
-0.0146484,-0.00640869,0.0100708,Rest
-0.0125122,0.015564,0.00701904,Rest
-0.0143433,0.0154114,0.00701904,Rest
-0.017395,0.00793457,0.00915527,Rest
-0.0114441,-0.00183105,0.00427246,Rest
-0.00320435,-0.00183105,0.00488281,Rest
-0.00244141,-0.000762939,0.00671387,Rest
-0.00671387,-0.00335693,0.00640869,Rest
-0.0102234,-0.0161743,0.00671387,Rest
-0.0151062,-0.0126648,0.00701904,Rest
-0.0189209,-0.00854492,0.00671387,Rest
-0.0177002,0.0112915,0.00579834,Rest
-0.0204468,0.0111389,0.00579834,Rest
-0.0218201,-0.0257874,0.00762939,Rest
-0.0239563,-0.000457764,0.00457764,Rest
-0.0201416,0.00167847,0.00549316,Rest
-0.0172424,-0.0184631,0.00701904,Rest
-0.0146484,-0.0160217,0.00488281,Rest
-0.0111389,0.0102234,0.00549316,Rest
-0.00823975,0.00930786,0.00610352,Rest
-0.00595093,0.0050354,0.00823975,Rest
-0.00595093,-0.00213623,0.00610352,Rest
-0.00808716,-0.0152588,0.00610352,Rest
-0.0112915,-0.0108337,0.00396729,Rest
-0.0112915,-0.00671387,0.00610352,Rest
-0.0175476,-0.00106812,0.00610352,Rest
-0.0192261,-0.00778198,0.00732422,Rest
-0.0215149,-0.0106812,0.00579834,Rest
-0.0228882,-0.00579834,0.00793457,Rest
-0.0234985,-0.00579834,0.00610352,Rest
-0.0231934,-0.0154114,0.00518799,Rest
-0.0245667,-0.0219727,0.00518799,Rest
-0.022583,-0.0523376,0.00671387,Rest
-0.0177002,-0.0636292,0.00579834,Rest
-0.012207,-0.0669861,0.00488281,Rest
-0.00946045,-0.0648499,0.00305176,Rest
-0.00656128,-0.0216675,0.00579834,Rest
-0.00701904,0.0550842,0.00640869,Rest
0.0111389,0.0769043,0.00854492,Rest
0.00900269,0.0737,0.00305176,Rest
0.00167847,0.0444031,0.00579834,Rest
-0.00427246,0.0184631,0.00488281,Rest
-0.0222778,0.0114441,0.00701904,Rest
-0.0382996,-0.00274658,0.00640869,Rest
-0.0524902,-0.00213623,0.00640869,Rest
-0.0286865,-0.00152588,0.00366211,Rest
-0.0227356,-0.0224304,0.00549316,Rest
-0.0231934,-0.0326538,0.00488281,Rest
-0.0184631,-0.0389099,0.00213623,Rest
-0.0158691,-0.0645447,0.00518799,Rest
-0.0158691,-0.0628662,0.00610352,Rest
-0.00930786,-0.0242615,0.00671387,Rest
-0.0242615,0.0140381,0.00793457,Rest
-0.018158,0.0489807,0.00610352,Rest
-0.00228882,0.0744629,0.00488281,Rest
0.00427246,0.00366211,0.00488281,Rest
-0.0050354,-0.00427246,0.00152588,Rest
-0.00717163,-0.00335693,0.00732422,Rest
-0.0115967,0.00732422,0.00427246,Rest
-0.0158691,0.0265503,0.00671387,Rest
-0.0193787,0.0418091,0.00518799,Rest
-0.0230408,0.032959,0.00518799,Rest
-0.022583,0.00167847,0.00640869,Rest
-0.0254822,-0.0408936,0.00823975,Rest
-0.0270081,-0.0286865,0.00549316,Rest
-0.0279236,0.0038147,0.00396729,Rest
-0.0256348,-0.00350952,0.00549316,Rest
-0.015564,0.0248718,0.00518799,Rest
-0.00778198,0.0479126,0.00671387,Rest
-0.00808716,0.0500488,0.00701904,Rest
-0.00701904,0.0112915,0.00518799,Rest
-0.00274658,-0.0205994,0.00518799,Rest
0.000915527,-0.0221252,0.00640869,Rest
-0.00198364,0.00167847,0.00549316,Rest
-0.00976563,0.0160217,0.00518799,Rest
-0.0154114,0.00640869,0.0088501,Rest
-0.0161743,-0.00335693,0.00610352,Rest
-0.0166321,-0.00442505,0.00701904,Rest
-0.0204468,-0.00778198,0.00671387,Rest
-0.0227356,0.0012207,0.00549316,Rest
-0.0239563,0.00610352,0.00640869,Rest
-0.0212097,0.00793457,0.00579834,Rest
-0.0218201,0.00778198,0.00579834,Rest
-0.015564,0.00335693,0.00732422,Rest
-0.0140381,0.0125122,0.00579834,Rest
-0.0100708,0.0170898,0.00579834,Rest
-0.00823975,0.012207,0.00610352,Rest
-0.00854492,0.000915527,0.00549316,Rest
-0.00610352,-0.0656128,0.00579834,Rest
-0.00823975,-0.0770569,0.00396729,Rest
-0.0117493,-0.040741,0.00518799,Rest
-0.0131226,-0.0291443,0.00335693,Rest
-0.0175476,-0.0259399,0.00640869,Rest
-0.0169373,-0.0219727,0.00610352,Rest
-0.0218201,-0.0100708,0.00701904,Rest
-0.0257874,-0.00579834,0.00549316,Rest
-0.0267029,-0.0305176,0.00579834,Rest
-0.0265503,-0.0396729,0.00640869,Rest
-0.0300598,-0.0428772,0.00518799,Rest
-0.0271606,-0.0309753,0.00732422,Rest
-0.0141907,-0.0314331,0.00366211,Rest
-0.00656128,-0.0144958,0.00305176,Rest
-0.00991821,0.0401306,0.00854492,Rest
-0.00427246,0.0390625,0.00396729,Rest
-0.00518799,0.0215149,0.00518799,Rest
-0.00701904,0.00930786,0.00244141,Rest
-0.0135803,0.0254822,0.00549316,Rest
-0.015564,0.0386047,0.00427246,Rest
-0.0144958,-0.0180054,0.00671387,Rest
-0.0177002,-0.0262451,0.00762939,Rest
-0.0193787,-0.0205994,0.00640869,Rest
-0.0239563,-0.0201416,0.00335693,Rest
-0.0276184,-0.0170898,0.00518799,Rest
-0.0267029,-0.00701904,0.0088501,Rest
-0.0233459,0.0119019,0.00549316,Rest
-0.0205994,0.017395,0.00518799,Rest
-0.0169373,0.00396729,0.0088501,Rest
-0.0135803,-0.00564575,0.00579834,Rest
-0.0131226,-0.0215149,0.00823975,Rest
-0.0117493,-0.0305176,0.00640869,Rest
-0.00762939,-0.0245667,0.00823975,Rest
-0.0114441,-0.0157166,0.00793457,Rest
-0.0120544,-0.00701904,0.00610352,Rest
-0.0117493,0.0212097,0.00305176,Rest
-0.0161743,0.0134277,0.00823975,Rest
-0.0184631,-0.0062561,0.00640869,Rest
-0.0236511,0.00869751,0.00549316,Rest
-0.0265503,0.00396729,0.00701904,Rest
-0.030365,-0.00411987,0.00427246,Rest
-0.0271606,-0.00640869,0.00579834,Rest
-0.0276184,0.0,0.00488281,Rest
-0.0209045,0.0128174,0.00671387,Rest
-0.0205994,0.000152588,0.00701904,Rest
-0.0202942,-0.00350952,0.00579834,Rest
-0.017395,-0.00976563,0.00579834,Rest
-0.0128174,-0.0128174,0.00732422,Rest
-0.0120544,-0.0132751,0.00640869,Rest
-0.00656128,-0.00854492,0.00610352,Rest
-0.00579834,0.000305176,0.00671387,Rest
-0.010376,0.0299072,0.00213623,Rest
-0.0140381,0.0300598,0.00640869,Rest
-0.00427246,-0.00869751,0.00396729,Rest
-0.00320435,-0.0315857,0.00366211,Rest
-0.00305176,-0.0213623,0.00671387,Rest
-0.00900269,-0.0123596,0.00640869,Rest
-0.0209045,-0.0106812,0.00671387,Rest
-0.0386047,-0.0062561,0.00823975,Rest
-0.0526428,-0.00473022,0.00915527,Rest
-0.0415039,-0.0115967,0.00823975,Rest
-0.019989,-0.00350952,0.00640869,Rest
-0.0178528,0.00762939,0.00701904,Rest
-0.0192261,0.00564575,0.00732422,Rest
-0.0128174,0.000762939,0.00518799,Rest
-0.00778198,0.0038147,0.00854492,Rest
-0.00488281,-0.00289917,0.00640869,Rest
-0.0050354,0.0132751,0.00701904,Rest
-0.0123596,0.0280762,0.00671387,Rest
-0.0102234,0.0187683,0.00549316,Rest
-0.0126648,-0.0335693,0.00671387,Rest
-0.0132751,-0.0753784,0.00427246,Rest
-0.0189209,-0.0430298,0.00488281,Rest
-0.0230408,-0.0404358,0.00549316,Rest
-0.0254822,-0.0404358,0.00457764,Rest
-0.0259399,-0.0268555,0.00579834,Rest
-0.0234985,-0.00640869,0.00579834,Rest
-0.0219727,-0.00900269,0.00640869,Rest
-0.017395,0.00305176,0.00671387,Rest
-0.0141907,-0.00854492,0.00671387,Rest
-0.0111389,-0.0202942,0.00610352,Rest
-0.00930786,-0.0114441,0.00854492,Rest
-0.00518799,-0.00244141,0.00518799,Rest
-0.00778198,-0.00640869,0.00823975,Rest
-0.00839233,-0.00869751,0.00305176,Rest
-0.0106812,0.0248718,0.00366211,Rest
-0.0151062,0.022583,0.00427246,Rest
-0.0135803,-0.0135803,0.00854492,Rest
-0.0169373,-0.0218201,0.00671387,Rest
-0.0149536,-0.027771,0.00610352,Rest
-0.0234985,-0.0442505,0.00610352,Rest
-0.0247192,-0.0346375,0.00274658,Rest
-0.0209045,-0.0146484,0.00427246,Rest
-0.022583,0.00427246,0.00732422,Rest
-0.0177002,-0.00411987,0.00610352,Rest
-0.0140381,-0.0106812,0.00671387,Rest
-0.0146484,-0.0335693,0.00518799,Rest
-0.0215149,-0.0532532,0.00518799,Rest
-0.0239563,-0.0556946,0.00701904,Rest
-0.0102234,-0.0360107,0.00610352,Rest
0.00152588,-0.00396729,0.00793457,Rest
0.00137329,0.101013,0.00579834,Rest
-0.00183105,0.110779,0.00518799,Rest
-0.01297,0.0456238,0.00823975,Rest
-0.027771,0.0273132,0.00457764,Rest
-0.0213623,0.0282288,0.00335693,Rest
-0.0117493,0.0283813,0.00762939,Rest
-0.012207,0.0143433,0.00427246,Rest
-0.0221252,0.00640869,0.00701904,Rest
-0.0189209,-0.00411987,0.00946045,Rest
-0.0222778,-0.00793457,0.00762939,Rest
-0.0195313,-0.00686646,0.00640869,Rest
-0.0170898,0.017395,0.00518799,Rest
-0.0114441,0.040741,0.00762939,Rest
-0.00701904,0.0274658,0.00671387,Rest
-0.00671387,0.0198364,0.00762939,Rest
-0.00396729,0.0187683,0.00823975,Rest
-0.00457764,0.0,0.00732422,Rest
-0.00900269,-0.0158691,0.00579834,Rest
-0.0152588,-0.0378418,0.0088501,Rest
-0.0137329,-0.0204468,0.00518799,Rest
-0.0164795,-0.0119019,0.00518799,Rest
-0.0205994,-0.0215149,0.00366211,Rest
-0.0250244,-0.0209045,0.00396729,Rest
-0.0256348,-0.00152588,0.00701904,Rest
-0.0256348,-0.00167847,0.00549316,Rest
-0.0222778,0.000152588,0.00762939,Rest
-0.0175476,-0.00549316,0.00549316,Rest
-0.0161743,-0.00717163,0.00549316,Rest
-0.0146484,-0.00366211,0.00488281,Rest
-0.0120544,-0.00320435,0.00579834,Rest
-0.00839233,-0.000762939,0.00640869,Rest
-0.00701904,0.00305176,0.00335693,Rest
-0.0038147,0.00839233,0.00427246,Rest
-0.00991821,-0.00167847,0.00610352,Rest
-0.01297,-0.00518799,0.00549316,Rest
-0.00991821,0.00411987,0.00579834,Rest
-0.0114441,-0.0164795,0.00701904,Rest
-0.0163269,-0.0527954,0.00640869,Rest
-0.0189209,-0.019989,0.00518799,Rest
-0.0215149,-0.00640869,0.00671387,Rest
-0.0231934,-0.00579834,0.00701904,Rest
-0.0241089,-0.0151062,0.00762939,Rest
-0.0189209,-0.0224304,0.00701904,Rest
-0.0177002,-0.0135803,0.00854492,Rest
-0.0123596,-0.0177002,0.00427246,Rest
-0.00854492,-0.00244141,0.00823975,Rest
-0.0128174,-0.0158691,0.00366211,Rest
-0.00869751,0.000305176,0.00579834,Rest
-0.010376,0.0102234,0.00518799,Rest
-0.00747681,0.00167847,0.00549316,Rest
-0.00778198,-0.0187683,0.00610352,Rest
-0.00854492,-0.0260925,0.000610352,Rest
-0.0109863,-0.0186157,0.00671387,Rest
-0.0161743,-0.00915527,0.00518799,Rest
-0.0170898,-0.00656128,0.00640869,Rest
-0.0215149,-0.00610352,0.00640869,Rest
-0.0254822,-0.0254822,0.0088501,Rest
-0.0247192,-0.0352478,0.00793457,Rest
-0.0256348,-0.0378418,0.00671387,Rest
-0.0242615,-0.0468445,0.00793457,Rest
-0.020752,-0.0486755,0.00854492,Rest
-0.0154114,-0.0114441,0.00427246,Rest
-0.0154114,0.0456238,0.0106812,Rest
-0.0120544,0.0402832,0.00732422,Rest
-0.00640869,0.0228882,0.00762939,Rest
-0.00610352,0.019989,0.00610352,Rest
-0.0062561,0.0186157,0.00762939,Rest
-0.012207,-0.0105286,0.00671387,Rest
-0.0117493,-0.0175476,0.00549316,Rest
-0.0141907,-0.0177002,0.00549316,Rest
-0.0210571,-0.0012207,0.00488281,Rest
-0.0167847,0.020752,0.00579834,Rest
-0.0216675,0.0473022,0.00579834,Rest
-0.0254822,0.0502014,0.00610352,Rest
-0.0312805,0.0256348,0.00610352,Rest
-0.0244141,0.0140381,0.0106812,Rest
-0.0209045,0.00869751,0.00610352,Rest
-0.0163269,0.00930786,0.00610352,Rest
-0.0143433,0.01297,0.00732422,Rest
-0.0132751,0.00869751,0.00427246,Rest
0.000915527,0.00183105,0.00579834,Rest
0.010376,-0.00656128,0.00427246,Rest
0.0111389,-0.00839233,0.00579834,Rest
0.00686646,-0.015564,0.00793457,Rest
-0.0140381,-0.0376892,0.00579834,Rest
-0.0372314,-0.0184631,0.00457764,Rest
-0.0413513,-0.00442505,0.00579834,Rest
-0.0267029,-0.00640869,0.00610352,Rest
-0.0141907,-0.00579834,0.00640869,Rest
-0.0222778,0.00350952,0.00366211,Rest
-0.0242615,-0.00839233,0.00640869,Rest
-0.0288391,0.0102234,0.00549316,Rest
-0.0328064,0.0117493,0.00183105,Rest
-0.032959,0.0131226,0.00762939,Rest
-0.0228882,0.000457764,0.00427246,Rest
-0.0160217,-0.015564,0.00701904,Rest
-0.0109863,-0.020752,0.00610352,Rest
-0.00488281,-0.0172424,0.00671387,Rest
-0.00396729,-0.0117493,0.00549316,Rest
0.00534058,-0.00930786,0.00793457,Rest
-0.000152588,-0.000915527,0.00671387,Rest
-0.00686646,0.022583,0.00488281,Rest
-0.0114441,0.025177,0.00854492,Rest
-0.0138855,0.0115967,0.00549316,Rest
-0.0157166,-0.0012207,0.00457764,Rest
-0.0160217,-0.0231934,0.00762939,Rest
-0.0210571,-0.0540161,0.00579834,Rest
-0.0212097,-0.0395203,0.00640869,Rest
-0.0236511,-0.038147,0.00488281,Rest
-0.0218201,-0.0778198,0.00518799,Rest
-0.0195313,-0.0845337,0.00732422,Rest
-0.0164795,-0.039978,0.00701904,Rest
-0.010376,-0.0343323,0.00610352,Rest
-0.00976563,-0.00930786,0.00610352,Rest
-0.00656128,0.0579834,0.00518799,Rest
-0.00717163,0.0675964,0.00762939,Rest
-0.00823975,0.0587463,0.00488281,Rest
-0.0114441,0.0166321,0.00671387,Rest
-0.0062561,0.00610352,0.00518799,Rest
-0.00793457,0.000610352,0.00640869,Rest
